#S                                              mean_x                                      mean_xp
1.000499999999999545e+02 9.931254829294775544e-01 5.594648468462971175e-02
1.003499999999999517e+02 1.006814985444783872e+00 3.526970771902834118e-02
1.006499999999999631e+02 1.014265447076240223e+00 1.437437108595960439e-02
1.009499999999999602e+02 1.015430698730821257e+00 -6.610040789515387281e-03
1.012499999999999574e+02 1.010303519565752151e+00 -2.755349149999033326e-02
1.012499999999999574e+02 1.010303519565752151e+00 -2.755349149999033326e-02
1.013599999999999568e+02 1.007272635500753299e+00 -2.755349149999032979e-02
1.014699999999999562e+02 1.004241751435754448e+00 -2.755349149999032632e-02
1.015799999999999557e+02 1.001210867370755597e+00 -2.755349149999032285e-02
1.016899999999999551e+02 9.981799833057566351e-01 -2.755349149999032285e-02
1.017999999999999545e+02 9.951490992407576730e-01 -2.755349149999032285e-02
1.017999999999999545e+02 9.951490992407576730e-01 -2.755349149999032285e-02
1.019999999999999574e+02 9.896676066220321255e-01 -2.726170330000035960e-02
1.019999999999999574e+02 9.896676066220321255e-01 -2.726170330000035960e-02
1.021999999999999602e+02 9.842443110466642109e-01 -2.697151821454940243e-02
1.023099999999999596e+02 9.812774440430638290e-01 -2.697151821454940590e-02
1.024199999999999591e+02 9.783105770394634471e-01 -2.697151821454940937e-02
1.025299999999999585e+02 9.753437100358630651e-01 -2.697151821454941284e-02
1.026399999999999579e+02 9.723768430322626832e-01 -2.697151821454941631e-02
1.027499999999999574e+02 9.694099760286623013e-01 -2.697151821454941978e-02
1.027499999999999574e+02 9.694099760286623013e-01 -2.697151821454941978e-02
1.030499999999999545e+02 9.583232545810367320e-01 -4.690176648382698987e-02
1.033499999999999517e+02 9.412979862785180174e-01 -6.654137343087564160e-02
1.036499999999999631e+02 9.184396734691355757e-01 -8.576863614853726114e-02
1.039499999999999602e+02 8.898899647677958047e-01 -1.044644069483987164e-01
1.042499999999999574e+02 8.558257772867636781e-01 -1.225128316963281783e-01
1.042499999999999574e+02 8.558257772867636781e-01 -1.225128316963281783e-01
1.043599999999999568e+02 8.423493658001676154e-01 -1.225128316963281783e-01
1.044699999999999562e+02 8.288729543135715527e-01 -1.225128316963281783e-01
1.045799999999999557e+02 8.153965428269754900e-01 -1.225128316963281783e-01
1.046899999999999551e+02 8.019201313403794273e-01 -1.225128316963281783e-01
1.047999999999999545e+02 7.884437198537833646e-01 -1.225128316963281783e-01
1.047999999999999545e+02 7.884437198537833646e-01 -1.225128316963281783e-01
1.051999999999999602e+02 7.393477822760013973e-01 -1.229620444160679366e-01
1.053099999999999596e+02 7.258219573902339183e-01 -1.229620444160679227e-01
1.054199999999999591e+02 7.122961325044664394e-01 -1.229620444160679088e-01
1.055299999999999585e+02 6.987703076186989604e-01 -1.229620444160678949e-01
1.056399999999999579e+02 6.852444827329314814e-01 -1.229620444160678810e-01
1.057499999999999574e+02 6.717186578471640024e-01 -1.229620444160678672e-01
1.057499999999999574e+02 6.717186578471640024e-01 -1.229620444160678672e-01
1.060499999999999545e+02 6.327868946647675630e-01 -1.364489310440454017e-01
1.063499999999999517e+02 5.899338715054623927e-01 -1.490902696104132730e-01
1.066499999999999631e+02 5.434251403995150609e-01 -1.608077241455247997e-01
1.069499999999999602e+02 4.935489071037134634e-01 -1.715286838132749347e-01
1.072499999999999574e+02 4.406142451451327546e-01 -1.811867128666302118e-01
1.072499999999999574e+02 4.406142451451327546e-01 -1.811867128666302118e-01
1.073599999999999568e+02 4.206837067298034305e-01 -1.811867128666301840e-01
1.074699999999999562e+02 4.007531683144741064e-01 -1.811867128666301563e-01
1.075799999999999557e+02 3.808226298991447822e-01 -1.811867128666301285e-01
1.076899999999999551e+02 3.608920914838154581e-01 -1.811867128666301008e-01
1.077999999999999545e+02 3.409615530684861340e-01 -1.811867128666300730e-01
1.077999999999999545e+02 3.409615530684861340e-01 -1.811867128666300730e-01
1.079999999999999574e+02 3.047338804019069647e-01 -1.810917890846417688e-01
1.079999999999999574e+02 3.047338804019069647e-01 -1.810917890846417688e-01
1.081999999999999602e+02 2.685241275002384631e-01 -1.810075143393912178e-01
1.083099999999999596e+02 2.486133009229054280e-01 -1.810075143393912178e-01
1.084199999999999591e+02 2.287024743455723930e-01 -1.810075143393912178e-01
1.085299999999999585e+02 2.087916477682393579e-01 -1.810075143393912178e-01
1.086399999999999579e+02 1.888808211909063228e-01 -1.810075143393912178e-01
1.087499999999999574e+02 1.689699946135732878e-01 -1.810075143393912178e-01
1.087499999999999574e+02 1.689699946135732878e-01 -1.810075143393912178e-01
1.090499999999999545e+02 1.142002979089492554e-01 -1.839351259730123422e-01
1.093499999999999517e+02 5.872292368869352908e-02 -1.857229266309192439e-01
1.096499999999999631e+02 2.881654684383584079e-03 -1.863598376526294231e-01
1.099499999999999602e+02 -5.297747138567104191e-02 -1.858419122217299102e-01
1.102499999999999574e+02 -1.085083061463206350e-01 -1.841723598235666670e-01
1.102499999999999574e+02 -1.085083061463206350e-01 -1.841723598235666670e-01
1.103599999999999568e+02 -1.287672657269129661e-01 -1.841723598235666670e-01
1.104699999999999562e+02 -1.490262253075053112e-01 -1.841723598235666670e-01
1.105799999999999557e+02 -1.692851848880976562e-01 -1.841723598235666670e-01
1.106899999999999551e+02 -1.895441444686900012e-01 -1.841723598235666670e-01
1.107999999999999545e+02 -2.098031040492823462e-01 -1.841723598235666670e-01
1.107999999999999545e+02 -2.098031040492823462e-01 -1.841723598235666670e-01
1.111999999999999602e+02 -2.834444857907839066e-01 -1.840273314666028559e-01
1.113099999999999596e+02 -3.036874922521102249e-01 -1.840273314666028559e-01
1.114199999999999591e+02 -3.239304987134365432e-01 -1.840273314666028559e-01
1.115299999999999585e+02 -3.441735051747628615e-01 -1.840273314666028559e-01
1.116399999999999579e+02 -3.644165116360891798e-01 -1.840273314666028559e-01
1.117499999999999574e+02 -3.846595180974154982e-01 -1.840273314666028559e-01
1.117499999999999574e+02 -3.846595180974154982e-01 -1.840273314666028559e-01
1.120499999999999545e+02 -4.386188557135148880e-01 -1.755157064532297528e-01
1.123499999999999517e+02 -4.898601557429844156e-01 -1.659164440048229161e-01
1.126499999999999631e+02 -5.380658855999486123e-01 -1.552890289241915800e-01
1.129499999999999602e+02 -5.829373235492714134e-01 -1.436993172803602004e-01
1.132499999999999574e+02 -6.241964098283048212e-01 -1.312191283110410722e-01
1.132499999999999574e+02 -6.241964098283048212e-01 -1.312191283110410722e-01
1.133599999999999568e+02 -6.386305139425193511e-01 -1.312191283110410722e-01
1.134699999999999562e+02 -6.530646180567338810e-01 -1.312191283110410722e-01
1.135799999999999557e+02 -6.674987221709484109e-01 -1.312191283110410722e-01
1.136899999999999551e+02 -6.819328262851629407e-01 -1.312191283110410722e-01
1.137999999999999545e+02 -6.963669303993774706e-01 -1.312191283110410722e-01
1.137999999999999545e+02 -6.963669303993774706e-01 -1.312191283110410722e-01
1.139999999999999574e+02 -7.226314880727791046e-01 -1.314277354802025899e-01
1.139999999999999574e+02 -7.226314880727791046e-01 -1.314277354802025899e-01
1.141999999999999602e+02 -7.489385398277913497e-01 -1.316440712095079402e-01
1.143099999999999596e+02 -7.634193876608372786e-01 -1.316440712095079402e-01
1.144199999999999591e+02 -7.779002354938832076e-01 -1.316440712095079402e-01
1.145299999999999585e+02 -7.923810833269290255e-01 -1.316440712095079402e-01
1.146399999999999579e+02 -8.068619311599749544e-01 -1.316440712095079402e-01
1.147499999999999574e+02 -8.213427789930207723e-01 -1.316440712095079402e-01
1.147499999999999574e+02 -8.213427789930207723e-01 -1.316440712095079402e-01
1.150499999999999545e+02 -8.582503508049114105e-01 -1.142792680631389141e-01
1.153499999999999517e+02 -8.898395085043191433e-01 -9.620629803810963609e-02
1.156499999999999631e+02 -9.159145000918950119e-01 -7.753715589067461389e-02
1.159499999999999602e+02 -9.363137438064288443e-01 -5.838753074228999335e-02
1.162499999999999574e+02 -9.509108294162783581e-01 -3.887608917611624915e-02
1.162499999999999574e+02 -9.509108294162783581e-01 -3.887608917611624915e-02
1.163599999999999568e+02 -9.551871992256510957e-01 -3.887608917611624915e-02
1.164699999999999562e+02 -9.594635690350238333e-01 -3.887608917611624915e-02
1.165799999999999557e+02 -9.637399388443965709e-01 -3.887608917611624915e-02
1.166899999999999551e+02 -9.680163086537693085e-01 -3.887608917611624915e-02
1.167999999999999545e+02 -9.722926784631420460e-01 -3.887608917611624915e-02
1.167999999999999545e+02 -9.722926784631420460e-01 -3.887608917611624915e-02
1.171999999999999602e+02 -9.877281566863095330e-01 -3.829978914507360666e-02
1.173099999999999596e+02 -9.919411334922676460e-01 -3.829978914507360666e-02
1.174199999999999591e+02 -9.961541102982257589e-01 -3.829978914507360666e-02
1.175299999999999585e+02 -1.000367087104183872e+00 -3.829978914507360666e-02
1.176399999999999579e+02 -1.004580063910141874e+00 -3.829978914507360666e-02
1.177499999999999574e+02 -1.008793040716099876e+00 -3.829978914507360666e-02
1.177499999999999574e+02 -1.008793040716099876e+00 -3.829978914507360666e-02
1.180499999999999545e+02 -1.017145458923336188e+00 -1.735422643185018099e-02
1.183499999999999517e+02 -1.019194820268304547e+00 3.698877120339922209e-03
1.186499999999999631e+02 -1.014928425248710520e+00 2.472905943484840843e-02
1.189499999999999602e+02 -1.004372711902664639e+00 4.560600047359140291e-02
1.192499999999999574e+02 -9.875930919771855887e-01 6.620032980550005774e-02
1.192499999999999574e+02 -9.875930919771855887e-01 6.620032980550005774e-02
1.193599999999999568e+02 -9.803110556985805690e-01 6.620032980550005774e-02
1.194699999999999562e+02 -9.730290194199755494e-01 6.620032980550005774e-02
1.195799999999999557e+02 -9.657469831413705297e-01 6.620032980550005774e-02
1.196899999999999551e+02 -9.584649468627655100e-01 6.620032980550005774e-02
1.197999999999999545e+02 -9.511829105841604903e-01 6.620032980550005774e-02
1.197999999999999545e+02 -9.511829105841604903e-01 6.620032980550005774e-02
1.199999999999999574e+02 -9.379706818428461546e-01 6.592260505408567561e-02
1.199999999999999574e+02 -9.379706818428461546e-01 6.592260505408567561e-02
1.201999999999999602e+02 -9.248136101260462372e-01 6.564875685746496270e-02
1.203099999999999596e+02 -9.175922468717251368e-01 6.564875685746496270e-02
1.204199999999999591e+02 -9.103708836174040364e-01 6.564875685746496270e-02
1.205299999999999585e+02 -9.031495203630829360e-01 6.564875685746496270e-02
1.206399999999999579e+02 -8.959281571087618357e-01 6.564875685746496270e-02
1.207499999999999574e+02 -8.887067938544407353e-01 6.564875685746496270e-02
1.207499999999999574e+02 -8.887067938544407353e-01 6.564875685746496270e-02
1.210499999999999545e+02 -8.662789381972487712e-01 8.379302121596421404e-02
1.213499999999999517e+02 -8.384829167992150500e-01 1.014180361664655805e-01
1.216499999999999631e+02 -8.054909763158029090e-01 1.184145828450917926e-01
1.219499999999999602e+02 -7.675075615243434068e-01 1.346773368862541065e-01
1.222499999999999574e+02 -7.247680484186547201e-01 1.501055210976999232e-01
1.222499999999999574e+02 -7.247680484186547201e-01 1.501055210976999232e-01
1.223599999999999568e+02 -7.082564410979077518e-01 1.501055210976999232e-01
1.224699999999999562e+02 -6.917448337771607836e-01 1.501055210976999232e-01
1.225799999999999557e+02 -6.752332264564138153e-01 1.501055210976999232e-01
1.226899999999999551e+02 -6.587216191356668471e-01 1.501055210976999232e-01
1.227999999999999545e+02 -6.422100118149198789e-01 1.501055210976999232e-01
1.227999999999999545e+02 -6.422100118149198789e-01 1.501055210976999232e-01
1.231999999999999602e+02 -5.820946291754145463e-01 1.504655003336117514e-01
1.233099999999999596e+02 -5.655434241387172767e-01 1.504655003336117514e-01
1.234199999999999591e+02 -5.489922191020200071e-01 1.504655003336117514e-01
1.235299999999999585e+02 -5.324410140653227375e-01 1.504655003336117514e-01
1.236399999999999579e+02 -5.158898090286254678e-01 1.504655003336117514e-01
1.237499999999999574e+02 -4.993386039919281982e-01 1.504655003336117514e-01
1.237499999999999574e+02 -4.993386039919281982e-01 1.504655003336117514e-01
1.240499999999999545e+02 -4.526984306762255050e-01 1.603083220276138865e-01
1.243499999999999517e+02 -4.032529713269659699e-01 1.691577435541429253e-01
1.246499999999999631e+02 -3.513086300470498746e-01 1.769589267319036652e-01
1.249499999999999602e+02 -2.971872960352042736e-01 1.836635291131935022e-01
1.252499999999999574e+02 -2.412243488998662422e-01 1.892300035528373114e-01
1.252499999999999574e+02 -2.412243488998662422e-01 1.892300035528373114e-01
1.253599999999999568e+02 -2.204090485090541285e-01 1.892300035528373114e-01
1.254699999999999562e+02 -1.995937481182420148e-01 1.892300035528373114e-01
1.255799999999999557e+02 -1.787784477274299011e-01 1.892300035528373114e-01
1.256899999999999551e+02 -1.579631473366177874e-01 1.892300035528373114e-01
1.257999999999999545e+02 -1.371478469458056737e-01 1.892300035528373114e-01
1.257999999999999545e+02 -1.371478469458056737e-01 1.892300035528373114e-01
1.259999999999999574e+02 -9.930550778052420202e-02 1.891952425098888946e-01
1.259999999999999574e+02 -9.930550778052420202e-02 1.891952425098888946e-01
1.261999999999999602e+02 -6.146900823947949732e-02 1.891716070243071868e-01
1.263099999999999596e+02 -4.066013146680570040e-02 1.891716070243072145e-01
1.264199999999999591e+02 -1.985125469413190000e-02 1.891716070243072423e-01
1.265299999999999585e+02 9.576220785418969317e-04 1.891716070243072700e-01
1.266399999999999579e+02 2.176649885121570080e-02 1.891716070243072978e-01
1.267499999999999574e+02 4.257537562388950814e-02 1.891716070243073256e-01
1.267499999999999574e+02 4.257537562388950814e-02 1.891716070243073256e-01
1.270499999999999545e+02 9.913631684183764337e-02 1.877064928847319014e-01
1.273499999999999517e+02 1.550829291683895883e-01 1.850781973263218583e-01
1.276499999999999631e+02 2.100685220927117625e-01 1.813030073965250233e-01
1.279499999999999602e+02 2.637523603583379894e-01 1.764043172289846417e-01
1.282499999999999432e+02 3.158017754347209327e-01 1.704124830745310237e-01
1.282499999999999432e+02 3.158017754347209327e-01 1.704124830745310237e-01
1.283599999999999568e+02 3.345471485729193395e-01 1.704124830745310515e-01
1.284699999999999420e+02 3.532925217111177463e-01 1.704124830745310792e-01
1.285799999999999557e+02 3.720378948493161531e-01 1.704124830745311070e-01
1.286899999999999409e+02 3.907832679875145598e-01 1.704124830745311348e-01
1.287999999999999545e+02 4.095286411257129666e-01 1.704124830745311625e-01
1.287999999999999545e+02 4.095286411257129666e-01 1.704124830745311625e-01
1.291999999999999602e+02 4.776427989364034343e-01 1.701516302717042128e-01
1.293099999999999739e+02 4.963594782662908989e-01 1.701516302717042406e-01
1.294199999999999591e+02 5.150761575961784189e-01 1.701516302717042683e-01
1.295299999999999727e+02 5.337928369260659389e-01 1.701516302717042961e-01
1.296399999999999579e+02 5.525095162559534590e-01 1.701516302717043239e-01
1.297499999999999716e+02 5.712261955858409790e-01 1.701516302717043239e-01
1.297499999999999716e+02 5.712261955858409790e-01 1.701516302717043239e-01
1.300499999999999829e+02 6.204490638863254803e-01 1.578312617681568997e-01
1.303499999999999659e+02 6.658271273995405304e-01 1.445328429682285198e-01
1.306499999999999773e+02 7.070791869006233243e-01 1.303387816427347690e-01
1.309499999999999602e+02 7.439496112264587513e-01 1.153370356888035603e-01
1.312499999999999716e+02 7.762099213733562042e-01 9.962056807152226690e-02
1.312499999999999716e+02 7.762099213733562042e-01 9.962056807152226690e-02
1.313599999999999852e+02 7.871681838612236692e-01 9.962056807152226690e-02
1.314699999999999704e+02 7.981264463490911343e-01 9.962056807152226690e-02
1.315799999999999841e+02 8.090847088369585993e-01 9.962056807152226690e-02
1.316899999999999693e+02 8.200429713248260644e-01 9.962056807152226690e-02
1.317999999999999829e+02 8.310012338126935294e-01 9.962056807152226690e-02
1.317999999999999829e+02 8.310012338126935294e-01 9.962056807152226690e-02
1.319999999999999716e+02 8.509499760608537633e-01 9.986783196977053190e-02
1.319999999999999716e+02 8.509499760608537633e-01 9.986783196977053190e-02
1.321999999999999602e+02 8.709487581126013067e-01 1.001209685595248200e-01
1.323099999999999739e+02 8.819620646541490583e-01 1.001209685595248061e-01
1.324199999999999591e+02 8.929753711956968099e-01 1.001209685595247922e-01
1.325299999999999727e+02 9.039886777372445614e-01 1.001209685595247784e-01
1.326399999999999579e+02 9.150019842787923130e-01 1.001209685595247784e-01
1.327499999999999716e+02 9.260152908203400646e-01 1.001209685595247784e-01
1.327499999999999716e+02 9.260152908203400646e-01 1.001209685595247784e-01
1.330499999999999829e+02 9.531513831705304973e-01 8.069283516569529524e-02
1.333499999999999659e+02 9.743809777688315910e-01 6.076466362691285844e-02
1.336499999999999773e+02 9.895725188571731223e-01 4.045994503019614830e-02
1.339499999999999602e+02 9.986318673461430651e-01 1.990450385300882377e-02
1.342499999999999716e+02 1.001502884177004171e+00 -7.742817470434607647e-04
1.342499999999999716e+02 1.001502884177004171e+00 -7.742817470434607647e-04
1.343599999999999852e+02 1.001417713184829417e+00 -7.742817470434606563e-04
1.344699999999999704e+02 1.001332542192654662e+00 -7.742817470434606563e-04
1.345799999999999841e+02 1.001247371200479908e+00 -7.742817470434606563e-04
1.346899999999999693e+02 1.001162200208305153e+00 -7.742817470434606563e-04
1.347999999999999829e+02 1.001077029216130398e+00 -7.742817470434606563e-04
1.347999999999999829e+02 1.001077029216130398e+00 -7.742817470434606563e-04
1.351999999999999886e+02 1.000649595602917774e+00 -1.362844427263201590e-03
1.353100000000000023e+02 1.000499682715918714e+00 -1.362844427263201590e-03
1.354199999999999875e+02 1.000349769828919655e+00 -1.362844427263201590e-03
1.355300000000000011e+02 1.000199856941920595e+00 -1.362844427263201590e-03
1.356399999999999864e+02 1.000049944054921536e+00 -1.362844427263201590e-03
1.357500000000000000e+02 9.999000311679225872e-01 -1.362844427263201590e-03
1.357500000000000000e+02 9.999000311679225872e-01 -1.362844427263201590e-03
1.360500000000000114e+02 9.963935050774102020e-01 -2.200191686943510708e-02
1.363499999999999943e+02 9.867125180338424117e-01 -4.250464761938733960e-02
1.366500000000000057e+02 9.709170612717891169e-01 -6.274398515599094450e-02
1.369499999999999886e+02 9.491050162311830407e-01 -8.259451015577524979e-02
1.372500000000000000e+02 9.214115480046523032e-01 -1.019332126925622389e-01
1.372500000000000000e+02 9.214115480046523032e-01 -1.019332126925622389e-01
1.373600000000000136e+02 9.101988946084704768e-01 -1.019332126925622528e-01
1.374699999999999989e+02 8.989862412122886504e-01 -1.019332126925622667e-01
1.375800000000000125e+02 8.877735878161068239e-01 -1.019332126925622806e-01
1.376899999999999977e+02 8.765609344199249975e-01 -1.019332126925622944e-01
1.378000000000000114e+02 8.653482810237431710e-01 -1.019332126925623083e-01
1.378000000000000114e+02 8.653482810237431710e-01 -1.019332126925623083e-01
1.380000000000000000e+02 8.449868819261081576e-01 -1.016817760651384378e-01
1.380000000000000000e+02 8.449868819261081576e-01 -1.016817760651384378e-01
1.381999999999999886e+02 8.246751719744804809e-01 -1.014363187975428210e-01
1.383100000000000023e+02 8.135171769067507386e-01 -1.014363187975428210e-01
1.384199999999999875e+02 8.023591818390209962e-01 -1.014363187975428210e-01
1.385300000000000011e+02 7.912011867712912538e-01 -1.014363187975428210e-01
1.386399999999999864e+02 7.800431917035615115e-01 -1.014363187975428210e-01
1.387500000000000000e+02 7.688851966358317691e-01 -1.014363187975428210e-01
1.387500000000000000e+02 7.688851966358317691e-01 -1.014363187975428210e-01
1.390500000000000114e+02 7.361034189432207331e-01 -1.169959389123330779e-01
1.393499999999999943e+02 6.987601484322442102e-01 -1.318305574561465798e-01
1.396500000000000057e+02 6.570867942444293952e-01 -1.458482471206744568e-01
1.399499999999999886e+02 6.113415982258978421e-01 -1.589621429504082528e-01
1.402500000000000000e+02 5.618080346517896340e-01 -1.710909806282637780e-01
1.402500000000000000e+02 5.618080346517896340e-01 -1.710909806282637780e-01
1.403600000000000136e+02 5.429880267826806550e-01 -1.710909806282637780e-01
1.404699999999999989e+02 5.241680189135716761e-01 -1.710909806282637780e-01
1.405800000000000125e+02 5.053480110444626971e-01 -1.710909806282637780e-01
1.406899999999999977e+02 4.865280031753536627e-01 -1.710909806282637780e-01
1.408000000000000114e+02 4.677079953062446283e-01 -1.710909806282637780e-01
1.408000000000000114e+02 4.677079953062446283e-01 -1.710909806282637780e-01
1.412000000000000171e+02 3.992192804792537020e-01 -1.713458810900279072e-01
1.413100000000000307e+02 3.803712335593506522e-01 -1.713458810900279072e-01
1.414200000000000159e+02 3.615231866394476024e-01 -1.713458810900279072e-01
1.415300000000000296e+02 3.426751397195445525e-01 -1.713458810900279072e-01
1.416400000000000148e+02 3.238270927996415027e-01 -1.713458810900279072e-01
1.417500000000000284e+02 3.049790458797384529e-01 -1.713458810900279072e-01
1.417500000000000284e+02 3.049790458797384529e-01 -1.713458810900279072e-01
1.420500000000000398e+02 2.526834338608119901e-01 -1.771113840627542291e-01
1.423500000000000227e+02 1.988219906839055751e-01 -1.817793614899360921e-01
1.426500000000000341e+02 1.437284854634066633e-01 -1.853208868036994861e-01
1.429500000000000171e+02 8.774432216774484539e-02 -1.877140138455720975e-01
1.432500000000000284e+02 3.121642400396305861e-02 -1.889439128626357878e-01
1.432500000000000284e+02 3.121642400396305861e-02 -1.889439128626357878e-01
1.433600000000000421e+02 1.043259358907312057e-02 -1.889439128626357878e-01
1.434700000000000273e+02 -1.035123682581681748e-02 -1.889439128626357878e-01
1.435800000000000409e+02 -3.113506724070675205e-02 -1.889439128626357878e-01
1.436900000000000261e+02 -5.191889765559669356e-02 -1.889439128626357878e-01
1.438000000000000398e+02 -7.270272807048662467e-02 -1.889439128626357878e-01
1.438000000000000398e+02 -7.270272807048662467e-02 -1.889439128626357878e-01
1.440000000000000284e+02 -1.104940186302849070e-01 -1.889708446436944023e-01
1.440000000000000284e+02 -1.104940186302849070e-01 -1.889708446436944023e-01
1.442000000000000171e+02 -1.482918067506277249e-01 -1.890088887864848632e-01
1.443100000000000307e+02 -1.690827845171410659e-01 -1.890088887864848632e-01
1.444200000000000159e+02 -1.898737622836544070e-01 -1.890088887864848632e-01
1.445300000000000296e+02 -2.106647400501677481e-01 -1.890088887864848632e-01
1.446400000000000148e+02 -2.314557178166810891e-01 -1.890088887864848632e-01
1.447500000000000284e+02 -2.522466955831944024e-01 -1.890088887864848632e-01
1.447500000000000284e+02 -2.522466955831944024e-01 -1.890088887864848632e-01
1.450500000000000398e+02 -3.081092251205880261e-01 -1.832155391458507032e-01
1.453500000000000227e+02 -3.620624604182167694e-01 -1.762868376721441199e-01
1.456500000000000341e+02 -4.137720635433871363e-01 -1.682657202099755722e-01
1.459500000000000171e+02 -4.629175999250507711e-01 -1.592018920979787477e-01
1.462500000000000284e+02 -5.091945240258710648e-01 -1.491515201542464031e-01
1.462500000000000284e+02 -5.091945240258710648e-01 -1.491515201542464031e-01
1.463600000000000421e+02 -5.256011912428382171e-01 -1.491515201542464031e-01
1.464700000000000273e+02 -5.420078584598053695e-01 -1.491515201542464031e-01
1.465800000000000409e+02 -5.584145256767725218e-01 -1.491515201542464031e-01
1.466900000000000261e+02 -5.748211928937396742e-01 -1.491515201542464031e-01
1.468000000000000398e+02 -5.912278601107068265e-01 -1.491515201542464031e-01
1.468000000000000398e+02 -5.912278601107068265e-01 -1.491515201542464031e-01
1.472000000000000455e+02 -6.508165971566336472e-01 -1.487863249244595065e-01
1.473100000000000591e+02 -6.671830928983242259e-01 -1.487863249244595065e-01
1.474200000000000443e+02 -6.835495886400148047e-01 -1.487863249244595065e-01
1.475300000000000580e+02 -6.999160843817053834e-01 -1.487863249244595065e-01
1.476400000000000432e+02 -7.162825801233959622e-01 -1.487863249244595065e-01
1.477500000000000568e+02 -7.326490758650865409e-01 -1.487863249244595065e-01
1.477500000000000568e+02 -7.326490758650865409e-01 -1.487863249244595065e-01
1.480500000000000682e+02 -7.749688203299548439e-01 -1.331995214761061141e-01
1.483500000000000512e+02 -8.124862304795374968e-01 -1.167873059389201995e-01
1.486500000000000625e+02 -8.449688180621054423e-01 -9.965138168960374632e-02
1.489500000000000455e+02 -8.722152946633306980e-01 -8.189793679004327143e-02
1.492500000000000568e+02 -8.940568190522903969e-01 -6.363698596007716368e-02
1.492500000000000568e+02 -8.940568190522903969e-01 -6.363698596007716368e-02
1.493600000000000705e+02 -9.010568875078989182e-01 -6.363698596007716368e-02
1.494700000000000557e+02 -9.080569559635074395e-01 -6.363698596007716368e-02
1.495800000000000693e+02 -9.150570244191159608e-01 -6.363698596007716368e-02
1.496900000000000546e+02 -9.220570928747244821e-01 -6.363698596007716368e-02
1.498000000000000682e+02 -9.290571613303330034e-01 -6.363698596007716368e-02
1.498000000000000682e+02 -9.290571613303330034e-01 -6.363698596007716368e-02
1.500000000000000568e+02 -9.418119996945228944e-01 -6.391202271450374672e-02
1.500000000000000568e+02 -9.418119996945228944e-01 -6.391202271450374672e-02
1.502000000000000455e+02 -9.546222209705251815e-01 -6.419081779216138928e-02
1.503100000000000591e+02 -9.616832109276629570e-01 -6.419081779216138928e-02
1.504200000000000443e+02 -9.687442008848007324e-01 -6.419081779216138928e-02
1.505300000000000580e+02 -9.758051908419385079e-01 -6.419081779216138928e-02
1.506400000000000432e+02 -9.828661807990762833e-01 -6.419081779216138928e-02
1.507500000000000568e+02 -9.899271707562140588e-01 -6.419081779216138928e-02
1.507500000000000568e+02 -9.899271707562140588e-01 -6.419081779216138928e-02
1.510500000000000682e+02 -1.006097327913546779e+00 -4.355452684776308508e-02
1.513500000000000512e+02 -1.016032891374194946e+00 -2.264833678822262067e-02
1.516500000000000625e+02 -1.019672292341972319e+00 -1.601799295224296937e-03
1.519500000000000455e+02 -1.016992978141601833e+00 1.945466424320844989e-02
1.522500000000000568e+02 -1.008011551973352127e+00 4.039057092924167730e-02
1.522500000000000568e+02 -1.008011551973352127e+00 4.039057092924167730e-02
1.523600000000000705e+02 -1.003568589171135450e+00 4.039057092924167730e-02
1.524700000000000557e+02 -9.991256263689188843e-01 4.039057092924167730e-02
1.525800000000000693e+02 -9.946826635667023186e-01 4.039057092924167730e-02
1.526900000000000546e+02 -9.902397007644857529e-01 4.039057092924167730e-02
1.528000000000000682e+02 -9.857967379622691872e-01 4.039057092924167730e-02
1.528000000000000682e+02 -9.857967379622691872e-01 4.039057092924167730e-02
1.532000000000000739e+02 -9.695252069581157262e-01 4.096548935732565594e-02
1.533100000000000875e+02 -9.650190031288099490e-01 4.096548935732565594e-02
1.534200000000000728e+02 -9.605127992995041719e-01 4.096548935732565594e-02
1.535300000000000864e+02 -9.560065954701983948e-01 4.096548935732565594e-02
1.536400000000000716e+02 -9.515003916408926177e-01 4.096548935732565594e-02
1.537500000000000853e+02 -9.469941878115868406e-01 4.096548935732565594e-02
1.537500000000000853e+02 -9.469941878115868406e-01 4.096548935732565594e-02
1.540500000000000966e+02 -9.317830650033372963e-01 6.038959664391056054e-02
1.543500000000000796e+02 -9.107978598448287499e-01 7.943948109127754731e-02
1.546500000000000909e+02 -8.841686136592763479e-01 9.799709419040329716e-02
1.549500000000000739e+02 -8.520603428181661165e-01 1.159474379441183950e-01
1.552500000000000853e+02 -8.146720161662073245e-01 1.331792774878579333e-01
1.552500000000000853e+02 -8.146720161662073245e-01 1.331792774878579333e-01
1.553600000000000989e+02 -8.000222956425429022e-01 1.331792774878579333e-01
1.554700000000000841e+02 -7.853725751188784798e-01 1.331792774878579333e-01
1.555800000000000978e+02 -7.707228545952140575e-01 1.331792774878579333e-01
1.556900000000000830e+02 -7.560731340715496351e-01 1.331792774878579333e-01
1.558000000000000966e+02 -7.414234135478852128e-01 1.331792774878579333e-01
1.558000000000000966e+02 -7.414234135478852128e-01 1.331792774878579333e-01
1.560000000000000853e+02 -7.148090965658345786e-01 1.329651965293301985e-01
1.560000000000000853e+02 -7.148090965658345786e-01 1.329651965293301985e-01
1.562000000000000739e+02 -6.882368136725093288e-01 1.327589345407836352e-01
1.563100000000000875e+02 -6.736333308730231284e-01 1.327589345407836352e-01
